Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
618	yhjD	BSU10470	16078111	-1	1121036	1121398	1
619	yhjE	BSU10480	16078112	1	1121550	1122173	1
619	sipV	BSU10490	16078113	1	1122175	1122681	2
620	yhjG	BSU10500	16078114	1	1122862	1124361	1
620	yhjH	BSU10510	16078115	1	1124438	1124965	2
621	glcP	BSU10520	16078116	-1	1125123	1126328	1
622	ntdA	BSU10550	16078119	-1	1128286	1129611	1
622	ntdB	BSU10540	255767241	-1	1127466	1128314	2
622	ntdC	BSU10530	255767240	-1	1126400	1127452	3
623	yhjM	BSU10560	16078120	1	1129715	1130704	1
624	yhjN	BSU10570	16078121	-1	1130918	1132072	1
625	yhjO	BSU10580	16078122	-1	1132179	1133384	1
626	yhjP	BSU10590	16078123	1	1133498	1135225	1
627	yhjQ	BSU10600	16078124	-1	1135255	1135581	1
628	yhjR	BSU10610	16078125	-1	1135699	1136136	1
629	addB	BSU10620	255767242	1	1136320	1139820	1
629	addA	BSU10630	255767243	1	1139807	1143505	2
630	sbcD	BSU10640	255767244	1	1143577	1144752	1
630	sbcC	BSU10650	255767245	1	1144749	1148141	2
630	yisB	BSU10660	16078130	1	1148155	1148457	3
631	gerPA	BSU10720	16078136	-1	1150206	1150427	1
631	gerPB	BSU10710	16078135	-1	1149958	1150200	2
631	gerPC	BSU10700	16078134	-1	1149318	1149935	3
631	gerPD	BSU10690	16078133	-1	1149145	1149321	4
631	gerPE	BSU10680	16078132	-1	1148744	1149145	5
631	gerPF	BSU10670	16078131	-1	1148494	1148721	6
632	yisI	BSU10730	16078137	-1	1150850	1151020	1
633	yisJ	BSU10740	16078138	-1	1151166	1152089	1
634	yisK	BSU10750	16078139	1	1152244	1153149	1
635	yisL	BSU10760	16078140	1	1153265	1153621	1
636	wprA	BSU10770	16078141	1	1153789	1156473	1
637	yisN	BSU10780	16078142	-1	1156504	1157091	1
638	asnO	BSU10790	50812210	1	1157237	1159081	1
639	yizA	BSU10800	50812211	-1	1159211	1159690	1
640	yisP	BSU10810	16078144	1	1159922	1160746	1
641	yisQ	BSU10820	16078145	-1	1160776	1162143	1
642	yisR	BSU10830	16078146	1	1162267	1163130	1
642	degA	BSU10840	16078147	1	1163148	1164161	2
643	yisS	BSU10850	16078148	1	1164370	1165398	1
644	yisU	BSU10870	16078150	-1	1166008	1166670	1
644	yisT	BSU10860	50812212	-1	1165449	1165958	2
645	yisV	BSU10880	50812213	1	1166737	1168191	1
646	yisX	BSU10890	16078153	-1	1168199	1168837	1
647	yisY	BSU10900	16078154	1	1169043	1169849	1
648	yitB	BSU10930	50812215	-1	1171755	1172465	1
648	sat	BSU10920	50812214	-1	1170473	1171642	2
648	yisZ	BSU10910	16078155	-1	1169877	1170476	3
649	yitC	BSU10940	16078158	1	1172650	1173336	1
649	yitD	BSU10950	16078159	1	1173333	1174091	2
650	yitE	BSU10960	16078160	-1	1174136	1174765	1
651	yitI	BSU11000	16078164	-1	1178218	1178682	1
651	yitH	BSU10990	16078163	-1	1177365	1178213	2
651	yitG	BSU10980	16078162	-1	1175985	1177253	3
651	yitF	BSU10970	16078161	-1	1174861	1175976	4
652	yitJ	BSU11010	16078165	-1	1178757	1180595	1
653	yitK	BSU11020	16078166	-1	1180909	1181400	1
654	yitL	BSU11030	16078167	1	1181499	1182395	1
655	yitP	BSU11070	16078171	-1	1183943	1184479	1
655	yitO	BSU11055	255767246	-1	1183029	1183958	2
655	yitM	BSU11040	16078168	-1	1182448	1183032	3
656	yizB	BSU11079	255767247	1	1184657	1185004	1
656	yitQ	BSU11080	255767248	1	1185001	1185588	2
656	yitR	BSU11090	16078173	1	1185608	1185901	3
657	nprB	BSU11100	16078174	1	1186037	1187653	1
658	yitS	BSU11110	16078175	-1	1187700	1188551	1
659	yitT	BSU11120	16078176	1	1188689	1189531	1
660	ipi	BSU11130	16078177	1	1189646	1190005	1
661	yizC	BSU11139	255767249	-1	1190036	1190233	1
662	yitU	BSU11140	16078178	-1	1190490	1191302	1
663	yitV	BSU11150	16078179	1	1191423	1192190	1
664	yitW	BSU11160	16078180	1	1192254	1192562	1
665	yitY	BSU11170	255767250	1	1192858	1194288	1
665	yitZ	BSU11180	16078183	1	1194333	1194827	2
666	argC	BSU11190	255767251	1	1195034	1196071	1
666	argJ	BSU11200	255767252	1	1196091	1197311	2
666	argB	BSU11210	16078186	1	1197326	1198102	3
666	argD	BSU11220	255767253	1	1198099	1199256	4
666	carA	BSU11230	255767254	1	1199327	1200388	5
666	carB	BSU11240	255767255	1	1200381	1203473	6
666	argF	BSU11250	16078190	1	1203461	1204420	7
667	yjzC	BSU11260	16078191	1	1204506	1204685	1
668	yjzD	BSU11270	16078192	-1	1204731	1204916	1
669	yjaU	BSU11280	16078193	1	1205165	1205899	1
670	yjaV	BSU11290	255767256	1	1205981	1206538	1
671	med	BSU11300	50812218	1	1206629	1207582	1
671	comZ	BSU11310	16078196	1	1207597	1207788	2
672	yjzB	BSU11320	16078197	-1	1207818	1208057	1
673	fabHA	BSU11330	16078198	1	1208222	1209160	1
673	fabF	BSU11340	16078199	1	1209183	1210424	2
674	yjaZ	BSU11350	16078200	1	1210500	1211285	1
675	appD	BSU11360	16078201	1	1211477	1212463	1
675	appF	BSU11370	255767257	1	1212460	1213449	2
676	appB	BSU11390	255767258	1	1215243	1216193	1
676	appC	BSU11400	16078205	1	1216210	1217121	2
677	yjbA	BSU11410	16078206	1	1217326	1218078	1
678	trpS	BSU11420	16078207	-1	1218113	1219105	1
679	oppA	BSU11430	16078208	1	1219849	1221486	1
679	oppB	BSU11440	16078209	1	1221594	1222529	2
679	oppC	BSU11450	16078210	1	1222533	1223450	3
679	oppD	BSU11460	16078211	1	1223455	1224531	4
679	oppF	BSU11470	16078212	1	1224533	1225450	5
679	yjbB	BSU11480	50812219	1	1225557	1226774	6
680	yjbC	BSU11490	255767259	1	1226938	1227516	1
681	spxA	BSU11500	16078215	1	1227697	1228092	1
682	yjbE	BSU11510	16078216	-1	1228135	1228791	1
683	mecA	BSU11520	16078217	1	1229068	1229724	1
684	coiA	BSU11530	16078218	1	1229915	1231036	1
684	pepF	BSU11540	255767260	1	1231083	1233095	2
685	yizD	BSU11549	255767261	-1	1233133	1233300	1
686	yjbI	BSU11560	16078221	-1	1234510	1234908	1
686	yjbH	BSU11550	255767262	-1	1233614	1234513	2
687	yjbJ	BSU11570	16078222	-1	1235163	1235708	1
688	yjbK	BSU11580	16078223	-1	1235912	1236484	1
689	yjbL	BSU11590	16078224	1	1236609	1236977	1
689	yjbM	BSU11600	16078225	1	1237006	1237641	2
689	ppnK	BSU11610	16078226	1	1237660	1238460	3
689	yjbO	BSU11620	16078227	1	1238523	1239374	4
690	yjbP	BSU11630	16078228	-1	1239387	1240121	1
691	yjbQ	BSU11640	16078229	1	1240356	1242200	1
692	tenA	BSU11650	16078230	1	1242449	1243159	1
692	tenI	BSU11660	16078231	1	1243134	1243751	2
692	thiO	BSU11670	16078232	1	1243735	1244844	3
692	thiS	BSU11680	16078233	1	1244844	1245044	4
692	thiG	BSU11690	16078234	1	1245041	1245811	5
692	thiF	BSU11700	16078235	1	1245808	1246818	6
692	yjbV	BSU11710	16078236	1	1246837	1247652	7
693	fabI	BSU11720	50812220	1	1247788	1248564	1
694	cotO	BSU11730	16078238	1	1248665	1249348	1
695	cotZ	BSU11740	16078239	-1	1249442	1249888	1
696	cotY	BSU11750	16078240	-1	1250016	1250504	1
697	cotX	BSU11760	16078241	-1	1250656	1251174	1
698	cotV	BSU11780	16078243	-1	1251631	1252017	1
698	cotW	BSU11770	16078242	-1	1251273	1251590	2
699	yjcA	BSU11790	16078244	1	1252177	1252533	1
700	yjzK	BSU11799	255767263	1	1252815	1253021	1
701	yjcZ	BSU11809	255767264	1	1253103	1253252	1
702	spoVIF	BSU11810	255767265	1	1253385	1253639	1
703	yjcD	BSU11820	255767266	-1	1253713	1255866	1
704	yjzE	BSU11839	255767267	1	1256109	1256363	1
705	yjcH	BSU11860	16078251	-1	1257414	1258136	1
705	yjcG	BSU11850	16078250	-1	1256862	1257377	2
705	yjcF	BSU11840	16078249	-1	1256436	1256858	3
706	yjcI	BSU11870	16078252	1	1258492	1259613	1
706	yjcJ	BSU11880	16078253	1	1259606	1260778	2
707	yjcK	BSU11890	16078254	-1	1260811	1261356	1
708	yjcL	BSU11900	16078255	-1	1261426	1262616	1
709	yjcM	BSU11910	16078256	-1	1263702	1264931	1
710	yjcN	BSU11920	16078257	1	1265057	1265377	1
711	yjzF	BSU11928	255767268	1	1265530	1265661	1
711	yjzG	BSU11929	255767269	1	1265677	1265850	2
711	yjcO	BSU11930	16078258	1	1265887	1266348	3
712	yjcP	BSU11940	16078259	1	1266614	1267117	1
712	yjcQ	BSU11950	16078260	1	1267129	1267413	2
713	yjcR	BSU11960	16078261	1	1267574	1268101	1
714	yjcS	BSU11970	16078262	1	1268275	1268592	1
715	yjdA	BSU11980	16078263	1	1268829	1269584	1
716	yjdB	BSU11990	16078264	-1	1269733	1270080	1
717	manR	BSU12000	255767270	1	1270631	1272577	1
718	manP	BSU12010	255767271	1	1272725	1274677	1
718	manA	BSU12020	16078267	1	1274692	1275639	2
719	yjdF	BSU12030	16078268	1	1275809	1276291	1
720	yjdG	BSU12040	16078269	-1	1276337	1276843	1
721	yjdH	BSU12050	255767272	-1	1277062	1277457	1
722	yjdI	BSU12060	16078271	1	1277686	1278165	1
723	yjzH	BSU12069	255767273	-1	1278205	1278399	1
724	yjdJ	BSU12070	16078272	-1	1278565	1278894	1
725	ctaO	BSU12080	255767274	-1	1279514	1280503	1
726	cotT	BSU12090	16078274	-1	1280626	1280949	1
727	yjeA	BSU12100	16078275	1	1281128	1282531	1
728	yjfA	BSU12110	16078276	-1	1282571	1283044	1
729	yjfB	BSU12120	16078277	-1	1283169	1283336	1
730	yjfC	BSU12130	255767275	1	1283463	1284362	1
731	yjgA	BSU12140	16078279	-1	1284371	1284769	1
732	yjgB	BSU12150	16078280	-1	1284870	1285445	1
733	yjgC	BSU12160	16078281	1	1285591	1288548	1
733	yjgD	BSU12170	16078282	1	1288541	1289101	2
734	yjhA	BSU12180	16078283	1	1289298	1289939	1
735	yjhB	BSU12190	255767276	1	1290018	1290644	1
736	yjiA	BSU12200	16078285	-1	1290675	1290953	1
737	yjiB	BSU12210	16078286	1	1291344	1292534	1
737	yjiC	BSU12220	16078287	1	1292557	1293735	2
738	yjzI	BSU12229	255767277	-1	1293776	1293964	1
739	hemD	BSU12230	16078288	1	1294138	1294950	1
740	yjkB	BSU12250	16078290	-1	1295748	1296500	1
740	yjkA	BSU12240	16078289	-1	1294996	1295748	2
741	yjlA	BSU12260	16078291	-1	1296620	1297594	1
742	yjlB	BSU12270	16078292	1	1297726	1298223	1
743	rex	BSU12280	16078293	1	1298612	1299034	1
743	ndh	BSU12290	16078294	1	1299074	1300252	2
744	uxaC	BSU12300	16078295	1	1300450	1301871	1
744	exuM	BSU12310	16078296	1	1301939	1303318	2
744	yjmC	BSU12320	16078297	1	1303423	1304436	3
744	yjmD	BSU12330	16078298	1	1304442	1305461	4
744	uxuA	BSU12340	16078299	1	1305486	1306565	5
744	yjmF	BSU12350	16078300	1	1306562	1307398	6
744	exuT	BSU12360	16078301	1	1307446	1308714	7
744	exuR	BSU12370	16078302	1	1308802	1309803	8
744	uxaB	BSU12380	16078303	1	1309880	1311322	9
744	uxaA	BSU12390	255767278	1	1311319	1312812	10
745	yjnA	BSU12400	16078305	-1	1312851	1313615	1
746	yjoA	BSU12410	16078306	-1	1313840	1314304	1
747	yjoB	BSU12420	16078307	1	1314453	1315724	1
747	rapA	BSU12430	16078308	1	1315869	1317005	2
747	phrA	BSU12440	16078309	1	1316995	1317129	3
748	yjpA	BSU12450	255767279	-1	1317157	1317414	1
749	xlyB	BSU12460	16078311	1	1317535	1318488	1
750	yjqA	BSU12470	16078312	-1	1318528	1318905	1
751	yjqB	BSU12480	16078313	1	1319011	1319613	1
752	yjqC	BSU12490	255767280	1	1319690	1320526	1
753	xkdA	BSU12500	255767281	-1	1320570	1321166	1
754	xre	BSU12510	16078316	-1	1321329	1321670	1
755	yjzJ	BSU12519	255767282	1	1321848	1322027	1
755	xkdB	BSU12520	255767283	1	1322014	1322850	2
755	xkdC	BSU12530	255767284	1	1322750	1323550	3
755	ykzK	BSU12539	255767285	1	1323550	1323717	4
756	xkdD	BSU12540	16078319	1	1323802	1324152	1
756	xtrA	BSU12550	16078320	1	1324149	1324355	2
757	xpf	BSU12560	16078321	1	1324471	1324980	1
758	xtmA	BSU12570	16078322	1	1325096	1325893	1
758	xtmB	BSU12580	16078323	1	1325890	1327191	2
758	xkdE	BSU12590	255767286	1	1327195	1328682	3
758	xkdF	BSU12600	255767287	1	1328702	1329529	4
758	xkdG	BSU12610	16078326	1	1329555	1330490	5
758	ykzL	BSU12619	255767288	1	1330512	1330895	6
758	xkdH	BSU12620	16078327	1	1330892	1331248	7
758	xkdI	BSU12630	16078328	1	1331245	1331730	8
758	xkdJ	BSU12640	16078329	1	1331743	1332183	9
758	ykzM	BSU12649	255767289	1	1332187	1332405	10
758	xkdK	BSU12650	255767290	1	1332402	1333802	11
758	xkdM	BSU12660	16078331	1	1333804	1334247	12
759	xkdN	BSU12671	255767291	1	1334339	1334785	1
759	xkzB	BSU12672	255767292	1	1334815	1334964	2
759	xkdO	BSU12680	255767293	1	1334966	1338964	3
759	xkdP	BSU12690	255767294	1	1338957	1339616	4
760	xkdQ	BSU12700	16078335	1	1339632	1340609	1
761	xkdR	BSU12710	16078336	1	1340609	1340875	1
762	xkdS	BSU12720	16078337	1	1340932	1341357	1
762	xkdT	BSU12730	16078338	1	1341350	1342396	2
762	xkdU	BSU12740	16078339	1	1342380	1342958	3
762	xkzA	BSU12749	255767295	1	1342955	1343227	4
762	xkdV	BSU12750	16078340	1	1343230	1345293	5
762	xkdW	BSU12760	16078341	1	1345305	1345634	6
762	xkdX	BSU12770	16078342	1	1345631	1345795	7
762	xepA	BSU12780	255767296	1	1345839	1346678	8
762	xhlA	BSU12790	16078344	1	1346731	1347000	9
762	xhlB	BSU12800	16078345	1	1347013	1347276	10
762	xlyA	BSU12810	16078346	1	1347289	1348182	11
763	spoIISA	BSU12830	16078348	-1	1348612	1349358	1
763	spoIISB	BSU12820	16078347	-1	1348442	1348612	2
764	ykaA	BSU12850	16078350	-1	1350482	1351099	1
764	pit	BSU12840	255767297	-1	1349468	1350469	2
765	ykbA	BSU12860	16078351	-1	1351375	1352691	1
766	mhqA	BSU12870	16078352	1	1353080	1354030	1
767	ykcB	BSU12880	255767298	1	1354285	1356435	1
767	ykcC	BSU12890	255767299	1	1356447	1357418	2
768	htrA	BSU12900	255767300	-1	1357936	1359285	1
769	proG	BSU12910	16078356	1	1359454	1360272	1
770	dppA	BSU12920	255767301	1	1360401	1361225	1
770	dppB	BSU12930	16078358	1	1361242	1362168	2
770	dppC	BSU12940	16078359	1	1362174	1363136	3
770	dppD	BSU12950	16078360	1	1363141	1364148	4
770	dppE	BSU12960	255767302	1	1364151	1365800	5
771	ykfA	BSU12970	255767303	1	1365888	1366847	1
771	ykfB	BSU12980	16078363	1	1366844	1367944	2
771	ykfC	BSU12990	255767304	1	1367941	1368831	3
771	ykfD	BSU13000	255767305	1	1368844	1369833	4
772	ykgB	BSU13010	16078366	-1	1369876	1370925	1
773	ykgA	BSU13020	255767306	-1	1371015	1371875	1
774	ykhA	BSU13030	50812222	1	1372035	1372553	1
775	hmp	BSU13040	16078369	1	1372792	1373991	1
776	ykzH	BSU13050	16078370	-1	1374068	1374292	1
777	ykjA	BSU13060	16078371	1	1374437	1375168	1
778	ykkA	BSU13070	16078372	1	1375260	1375787	1
778	ykkB	BSU13080	16078373	1	1375777	1376295	2
779	ykkC	BSU13090	16078374	1	1376517	1376855	1
779	ykkD	BSU13100	16078375	1	1376855	1377172	2
780	purU	BSU13110	255767307	1	1377243	1378145	1
781	proB	BSU13120	255767308	1	1378496	1379593	1
781	proA	BSU13130	255767309	1	1379605	1380852	2
782	ohrA	BSU13140	16078379	1	1380978	1381403	1
783	ohrR	BSU13150	16078380	-1	1381434	1381877	1
784	ohrB	BSU13160	16078381	1	1382020	1382430	1
784	ykzN	BSU13169	255767310	1	1382457	1382627	2
785	guaD	BSU13170	16078382	-1	1382677	1383147	1
786	metE	BSU13180	255767311	-1	1383320	1385608	1
787	ispA	BSU13190	16078384	-1	1386024	1386983	1
788	rsbRB	BSU13200	16078385	1	1387206	1388039	1
789	thiU	BSU13240	16078389	-1	1391040	1391642	1
789	thiV	BSU13230	255767313	-1	1390439	1391038	2
789	thiW	BSU13220	255767312	-1	1388809	1390452	3
789	thiX	BSU13210	16078386	-1	1388070	1388834	4
790	ykoG	BSU13250	16078390	1	1391953	1392639	1
790	ykoH	BSU13260	16078391	1	1392643	1394007	2
790	ykoI	BSU13270	16078392	1	1394004	1394684	3
791	ykoJ	BSU13280	16078393	1	1394776	1395288	1
792	ykzD	BSU13290	16078394	1	1395371	1395508	1
793	mgtE	BSU13300	16078395	1	1396013	1397368	1
794	tnrA	BSU13310	16078396	-1	1397411	1397743	1
795	ykzB	BSU13320	16078397	1	1397938	1398093	1
796	ykoL	BSU13330	16078398	1	1398181	1398363	1
797	ykoM	BSU13340	16078399	1	1398496	1398960	1
798	ykoN	BSU13350	255767314	-1	1398975	1400096	1
799	ykoP	BSU13360	255767315	1	1400188	1400739	1
800	ykoQ	BSU13370	16078402	-1	1400767	1401579	1
801	ykoS	BSU13380	16078403	1	1401772	1403466	1
801	ykoT	BSU13390	16078404	1	1403479	1404492	2
802	ykoW	BSU13420	50812223	-1	1407329	1409578	1
802	ykoV	BSU13410	16078406	-1	1406357	1407292	2
802	ligD	BSU13400	16078405	-1	1404518	1406353	3
803	ykoX	BSU13430	16078407	1	1409912	1410577	1
803	ykoY	BSU13440	16078408	1	1410654	1411628	2
804	sigI	BSU13450	16078409	1	1411892	1412647	1
805	rsgI	BSU13460	16078410	1	1412644	1413789	1
806	sspD	BSU13470	16078411	-1	1413800	1413994	1
807	ykrK	BSU13480	16078412	-1	1414125	1414826	1
808	ykrL	BSU13490	16078413	1	1414997	1415893	1
809	ktrD	BSU13500	16078414	1	1416067	1417416	1
810	ykzP	BSU13509	255767316	1	1417561	1417716	1
810	ykzE	BSU13510	16078415	1	1417719	1417895	2
811	ykrP	BSU13520	16078416	-1	1417938	1418960	1
812	kinE	BSU13530	16078417	1	1419213	1421429	1
812	ogt	BSU13540	16078418	1	1421426	1421923	2
813	mtnK	BSU13560	16078420	-1	1423241	1424440	1
813	mtnA	BSU13550	16078419	-1	1422172	1423233	2
814	mtnU	BSU13570	16078421	-1	1424767	1425546	1
815	ykrV	BSU13580	16078422	1	1425641	1426837	1
816	mtnW	BSU13590	16078423	1	1427034	1428278	1
816	mtnX	BSU13600	16078424	1	1428275	1428982	2
816	mtnB	BSU13610	16078425	1	1428940	1429569	3
816	mtnD	BSU13620	16078426	1	1429584	1430120	4
817	ykvA	BSU13630	16078427	-1	1430161	1430481	1
818	spo0E	BSU13640	16078428	1	1430684	1430941	1
819	eag	BSU13650	16078429	1	1431027	1431458	1
820	kinD	BSU13660	16078430	-1	1431486	1433006	1
821	mhqR	BSU13670	16078431	1	1433199	1433636	1
822	motA	BSU13690	16078433	-1	1434433	1435245	1
822	motB	BSU13680	16078432	-1	1433676	1434461	2
823	clpE	BSU13700	16078434	-1	1435628	1437727	1
824	ykvI	BSU13710	16078435	1	1438092	1439135	1
825	queC	BSU13720	16078436	1	1439448	1440107	1
825	queD	BSU13730	16078437	1	1440100	1440549	2
825	queE	BSU13740	16078438	1	1440542	1441273	3
825	ykvM	BSU13750	16078439	1	1441291	1441788	4
826	ykvN	BSU13760	16078440	-1	1442347	1442703	1
827	ykvO	BSU13770	16078441	1	1442872	1443618	1
828	ykvP	BSU13780	16078442	1	1444099	1445298	1
828	ykzQ	BSU13789	255767317	1	1445314	1445541	2
828	ykvQ	BSU13790	16078443	1	1445638	1446336	3
828	ykzR	BSU13799	255767318	1	1446317	1446568	4
829	ykvR	BSU13800	16078444	1	1447251	1447541	1
830	ykvS	BSU13810	255767319	-1	1447662	1447847	1
831	ykzS	BSU13819	255767320	1	1448013	1448207	1
832	ykvT	BSU13820	16078446	1	1448506	1449132	1
833	ykvU	BSU13830	16078447	1	1449250	1450587	1
833	stoA	BSU13840	16078448	1	1450638	1451135	2
834	zosA	BSU13850	16078449	1	1451371	1453284	1
835	ykvY	BSU13860	16078450	1	1453691	1454782	1
836	ykvZ	BSU13870	16078451	1	1455064	1456029	1
836	glcT	BSU13880	255767321	1	1456092	1456958	2
836	ptsG	BSU13890	16078453	1	1457187	1459286	3
836	ptsH	BSU13900	16078454	1	1459384	1459650	4
836	ptsI	BSU13910	50812224	1	1459650	1461362	5
837	splA	BSU13920	16078456	1	1461453	1461692	1
838	splB	BSU13930	16078457	1	1461770	1462798	1
839	ykwB	BSU13940	255767322	-1	1462813	1463493	1
840	mcpC	BSU13950	255767323	1	1463628	1465595	1
841	ykwC	BSU13960	16078460	1	1465733	1466599	1
842	ykwD	BSU13970	255767324	-1	1466638	1467411	1
843	pbpH	BSU13980	16078462	1	1467805	1469862	1
844	kinA	BSU13990	16078463	1	1470026	1471846	1
845	patA	BSU14000	255767325	-1	1471857	1473038	1
846	ykzT	BSU14009	255767326	-1	1473240	1473401	1
847	cheV	BSU14010	16078465	1	1473605	1474516	1
848	ykyB	BSU14020	16078466	-1	1474560	1475024	1
849	ykuC	BSU14030	255767327	-1	1475150	1476442	1
850	ykuE	BSU14050	255767328	-1	1477069	1477929	1
850	ykuD	BSU14040	16078468	-1	1476518	1477012	2
851	ykuF	BSU14060	16078470	1	1478072	1478836	1
852	fadG	BSU14071	255767329	1	1479137	1480867	1
853	ykzU	BSU14072	255767330	1	1480933	1481451	1
854	ykuH	BSU14080	16078472	1	1481547	1482095	1
855	ykuI	BSU14090	16078473	1	1482248	1483471	1
856	ykuJ	BSU14100	16078474	1	1484117	1484356	1
857	ykuK	BSU14110	16078475	1	1484466	1484984	1
858	ykzF	BSU14120	16078476	1	1485118	1485315	1
859	ykuL	BSU14130	16078477	1	1485453	1485896	1
860	ccpC	BSU14140	16078478	1	1486045	1486926	1
860	ykuN	BSU14150	16078479	1	1487038	1487514	2
861	ykuO	BSU14160	16078480	1	1487504	1488397	1
862	ykuP	BSU14170	255767331	1	1488413	1488868	1
863	dapH	BSU14180	255767332	1	1488973	1489683	1
863	dapL	BSU14190	16078483	1	1489753	1490877	2
863	ykuS	BSU14200	16078484	1	1490939	1491184	3
864	ykuT	BSU14210	255767333	-1	1491221	1492024	1
865	ykuU	BSU14220	16078486	1	1492261	1492803	1
865	ykuV	BSU14230	255767334	1	1492875	1493321	2
866	rok	BSU14240	16078488	1	1493787	1494362	1
867	yknT	BSU14250	16078489	-1	1494403	1495368	1
868	mobA	BSU14260	16078490	1	1495505	1496104	1
868	moeB	BSU14270	16078491	1	1496155	1497174	2
868	moeA	BSU14280	16078492	1	1497192	1498484	3
868	mobB	BSU14290	16078493	1	1498445	1498966	4
868	moaE	BSU14300	16078494	1	1498966	1499439	5
868	moaD	BSU14310	16078495	1	1499432	1499665	6
869	yknU	BSU14320	16078496	1	1499889	1501646	1
869	yknV	BSU14330	16078497	1	1501658	1503472	2
870	yknW	BSU14340	16078498	1	1503582	1504277	1
870	yknX	BSU14350	16078499	1	1504282	1505415	2
870	yknY	BSU14360	16078500	1	1505416	1506108	3
870	yknZ	BSU14370	16078501	1	1506105	1507298	4
871	fruR	BSU14380	16078502	1	1507578	1508333	1
871	fruK	BSU14390	16078503	1	1508330	1509241	2
871	fruA	BSU14400	16078504	1	1509256	1511163	3
872	sipT	BSU14410	16078505	1	1511308	1511889	1
873	ykoA	BSU14420	16078506	-1	1511923	1512192	1
874	ykpA	BSU14430	16078507	1	1512373	1513995	1
874	ykpB	BSU14440	16078508	1	1514052	1514963	2
875	ampS	BSU14450	16078509	-1	1514997	1516229	1
876	ykpC	BSU14460	16078510	-1	1516339	1516473	1
877	mreBH	BSU14470	16078511	-1	1516574	1517581	1
878	abh	BSU14480	16078512	1	1517865	1518143	1
879	kinC	BSU14490	16078513	1	1518333	1519619	1
879	ykqA	BSU14500	16078514	1	1519635	1520468	2
879	ktrC	BSU14510	16078515	1	1520531	1521196	3
880	adeC	BSU14520	255767335	1	1521351	1523084	1
881	ykzG	BSU14540	16078518	-1	1524791	1525000	1
881	rnjA	BSU14530	16078517	-1	1523118	1524785	2
882	ykrA	BSU14550	16078519	1	1525386	1526159	1
883	def	BSU14560	16078520	-1	1526195	1526749	1
884	ykzV	BSU14569	255767336	-1	1526859	1527017	1
885	ykyA	BSU14570	255767337	1	1527231	1527902	1
886	pdhA	BSU14580	16078522	1	1528326	1529441	1
886	pdhB	BSU14590	16078523	1	1529445	1530422	2
886	pdhC	BSU14600	16078524	1	1530537	1531865	3
886	pdhD	BSU14610	16078525	1	1531870	1533282	4
887	slp	BSU14620	16078526	-1	1533327	1533701	1
888	ykzW	BSU14629	255767338	1	1534120	1534239	1
889	speA	BSU14630	16078527	-1	1534279	1535751	1
890	yktA	BSU14640	16078528	1	1535936	1536202	1
891	yktB	BSU14650	16078529	-1	1536235	1536873	1
892	ykzI	BSU14660	16078530	1	1537113	1537301	1
893	suhB	BSU14670	16078531	1	1537441	1538238	1
893	ykzC	BSU14680	16078532	1	1538264	1538692	2
894	yktD	BSU14690	16078533	-1	1538770	1539684	1
895	nprE	BSU14700	16078534	-1	1540036	1541601	1
896	ylaA	BSU14710	16078535	1	1541886	1543826	1
896	ylaB	BSU14720	16078536	1	1543816	1544085	2
896	ylaC	BSU14730	16078537	1	1544085	1544606	3
896	ylaD	BSU14740	16078538	1	1544603	1544896	4
897	ylaE	BSU14750	16078539	-1	1544936	1545547	1
898	ylaF	BSU14760	16078540	-1	1545820	1546008	1
899	bipA	BSU14770	16078541	1	1546121	1547959	1
899	ylaH	BSU14780	16078542	1	1548016	1548333	2
900	ylaI	BSU14790	16078543	-1	1548389	1548598	1
901	ylaJ	BSU14800	16078544	-1	1548681	1549310	1
902	ylaK	BSU14810	16078545	1	1549465	1550793	1
903	ylaL	BSU14820	16078546	-1	1550797	1551282	1
904	ylaM	BSU14830	16078547	1	1551385	1552314	1
905	ylaN	BSU14840	16078548	1	1552412	1552693	1
906	ftsW	BSU14850	16078549	1	1552899	1554110	1
907	pycA	BSU14860	16078550	1	1554185	1557631	1
908	ctaA	BSU14870	16078551	-1	1558034	1558954	1
909	ctaB	BSU14880	16078552	1	1559309	1560226	1
909	ctaC	BSU14890	16078553	1	1560466	1561536	2
909	ctaD	BSU14900	255767339	1	1561569	1563437	3
909	ctaE	BSU14910	16078555	1	1563437	1564060	4
909	ctaF	BSU14920	16078556	1	1564063	1564395	5
909	ctaG	BSU14930	16078557	1	1564422	1565315	6
910	ylbA	BSU14940	16078558	-1	1565347	1565709	1
911	ylbB	BSU14950	255767340	1	1565849	1566295	1
912	ylbC	BSU14960	16078560	1	1566379	1567419	1
913	ylbD	BSU14970	16078561	1	1567651	1568049	1
913	ylbE	BSU14980	16078562	1	1568065	1568304	2
914	ylbF	BSU14990	16078563	1	1568420	1568869	1
914	ylbG	BSU15000	16078564	1	1568924	1569196	2
915	ylbH	BSU15010	255767341	1	1569519	1570073	1
915	coaD	BSU15020	16078566	1	1570078	1570563	2
916	ylbJ	BSU15030	16078567	-1	1570574	1571800	1
917	ylbK	BSU15040	16078568	1	1571981	1572763	1
917	ylbL	BSU15050	255767342	1	1572765	1573790	2
918	ylzH	BSU15069	255767343	-1	1575051	1575236	1
918	ylbM	BSU15060	16078570	-1	1573807	1575054	2
